,carat,cut,color,clarity,depth,table,price,length,width,height
37838,0.33,Ideal,D,VS2,62.1,54.0,1002,4.46,4.43,2.76
27551,2.49,Premium,I,SI2,61.2,56.0,18325,8.76,8.7,5.34
4254,1.06,Premium,I,SI2,58.4,62.0,3579,6.7,6.65,3.9
29197,0.33,Very Good,I,IF,59.0,61.0,694,4.49,4.56,2.67
25992,1.66,Ideal,H,VS1,62.0,55.0,15210,7.61,7.67,4.74
43697,0.5,Good,F,VS2,63.6,57.0,1436,5.03,5.07,3.21
8918,1.07,Fair,E,SI2,62.2,66.0,4496,6.57,6.48,4.06
9936,0.9,Very Good,D,SI1,59.6,62.0,4693,6.19,6.22,3.7
20394,0.31,Very Good,F,VS2,62.8,57.0,625,4.34,4.36,2.73
38969,0.28,Ideal,G,VS1,62.1,55.0,490,4.22,4.25,2.63
39891,0.42,Premium,F,VS1,61.8,59.0,1103,4.83,4.81,2.98
20813,1.08,Ideal,H,VVS1,61.8,57.0,9041,6.55,6.59,4.06
42914,0.51,Good,D,SI1,58.7,58.0,1363,5.21,5.25,3.07
52647,0.24,Very Good,E,VVS2,60.9,58.0,552,4.03,4.05,2.46
28709,0.38,Good,E,SI1,58.9,58.0,680,4.73,4.77,2.8
14101,1.28,Ideal,I,SI2,62.5,59.0,5719,6.88,6.95,4.32
32153,0.28,Ideal,F,VVS2,61.5,57.0,787,4.19,4.24,2.59
43912,0.3,Good,H,VS1,63.2,59.0,512,4.31,4.27,2.71
12051,0.34,Ideal,H,VS1,62.3,55.0,596,4.45,4.48,2.78
52504,0.72,Ideal,E,SI2,61.4,55.0,2526,5.78,5.8,3.56
11126,1.0,Ideal,F,SI1,60.0,57.0,4939,6.45,6.41,3.86
41607,0.32,Premium,J,VS2,61.9,58.0,393,4.35,4.38,2.7
33427,0.32,Ideal,G,VS1,61.3,55.0,828,4.46,4.42,2.72
1425,0.76,Ideal,G,VS1,59.4,57.0,2972,5.99,6.03,3.57
36870,0.39,Very Good,G,VVS2,60.7,61.0,958,4.7,4.73,2.86
41854,0.61,Ideal,E,I1,63.4,57.0,1255,5.43,5.37,3.42
16286,1.01,Very Good,E,VS2,63.3,58.0,6516,6.38,6.35,4.03
550,0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62
23406,1.21,Premium,E,VVS2,61.9,58.0,11395,6.84,6.79,4.22
8385,0.35,Good,F,SI1,63.6,54.0,583,4.51,4.52,2.87
13871,1.22,Ideal,J,VS1,61.5,55.0,5649,6.86,6.87,4.22
5820,1.04,Premium,E,SI2,61.6,58.0,3914,6.52,6.45,3.99
33569,0.43,Premium,D,SI1,61.2,58.0,830,4.83,4.87,2.97
29261,0.31,Premium,G,VS2,61.0,56.0,698,4.37,4.35,2.66
26995,2.01,Very Good,H,SI1,60.0,58.0,17095,8.16,8.25,4.92
6038,0.25,Good,E,VVS1,61.3,61.0,575,4.04,4.08,2.49
29901,0.4,Very Good,G,SI1,61.0,56.0,711,4.77,4.8,2.92
50202,0.69,Very Good,D,SI1,57.6,62.0,2227,5.83,5.9,3.38
14477,1.12,Premium,H,VS1,62.1,58.0,5845,6.6,6.64,4.11
30618,0.34,Premium,I,SI1,62.7,58.0,447,4.4,4.43,2.77
27647,2.11,Premium,D,SI2,60.9,60.0,18575,8.28,8.21,5.02
38264,0.27,Ideal,H,SI1,61.3,55.0,383,4.17,4.21,2.57
34972,0.23,Very Good,E,VVS1,61.8,59.0,472,3.89,3.91,2.41
30484,0.31,Premium,D,SI1,61.2,60.0,732,4.41,4.35,2.68
1047,0.71,Ideal,F,VS1,61.9,56.0,2907,5.7,5.74,3.54
34124,0.35,Ideal,F,VS1,62.4,55.0,853,4.52,4.49,2.81
17695,1.0,Good,G,VVS1,63.8,60.0,7134,6.35,6.31,4.04
46026,0.57,Ideal,G,VS2,61.8,57.0,1728,5.32,5.3,3.28
42265,0.44,Ideal,G,VVS1,61.6,56.0,1294,4.9,4.88,3.01
33724,0.38,Premium,F,SI1,62.0,58.0,838,4.63,4.6,2.86
36070,0.4,Ideal,D,SI1,63.0,57.0,924,4.7,4.66,2.95
33688,0.33,Very Good,H,IF,61.2,56.0,838,4.46,4.5,2.74
44496,0.51,Very Good,G,VS1,62.7,58.0,1599,5.05,5.09,3.18
41264,0.31,Ideal,H,VS2,62.1,53.8,502,4.33,4.37,2.7
37409,0.38,Ideal,I,VVS2,62.6,54.0,983,4.65,4.62,2.9
27256,2.28,Premium,I,SI1,61.6,58.0,17673,8.43,8.46,5.2
52455,0.71,Very Good,G,VS2,63.1,58.0,2515,5.69,5.6,3.56
8124,0.9,Good,E,VS1,64.8,54.0,4353,6.12,6.07,3.95
24870,1.71,Good,E,SI1,64.0,53.0,13287,7.68,7.54,4.87
10356,1.01,Premium,H,SI1,59.5,59.0,4771,6.56,6.52,3.89
52744,0.71,Ideal,I,VVS1,62.4,55.0,2559,5.69,5.76,3.57
2680,0.77,Very Good,D,SI1,59.9,59.0,3241,5.9,5.95,3.55
33646,0.44,Very Good,J,VVS2,63.6,58.0,834,4.8,4.83,3.06
39330,0.51,Premium,G,SI1,61.4,58.0,1071,5.17,5.14,3.16
2526,1.04,Good,J,SI2,63.8,56.0,3204,6.36,6.32,4.05
30222,0.33,Premium,E,VS2,61.1,59.0,723,4.45,4.49,2.73
35832,0.44,Ideal,G,VS1,61.9,54.0,915,4.89,4.93,3.04
5724,0.25,Very Good,E,VVS2,60.5,59.0,575,4.06,4.1,2.47
50116,0.7,Very Good,D,SI1,63.7,59.0,2210,5.59,5.65,3.58
1291,0.7,Ideal,E,VS2,62.6,57.0,2952,5.63,5.68,3.54
41659,0.5,Good,H,VS2,56.3,65.0,1239,5.21,5.24,2.94
40825,0.52,Very Good,G,SI1,63.5,58.0,1170,5.14,5.1,3.25
48955,0.7,Very Good,H,SI1,62.0,60.0,2048,5.65,5.7,3.52
53606,0.71,Ideal,I,IF,61.7,59.0,2701,5.7,5.74,3.53
35182,0.31,Ideal,G,IF,62.0,54.0,891,4.36,4.38,2.71
4520,1.0,Premium,G,SI1,60.1,61.0,3634,6.44,6.4,3.86
42791,0.6,Good,G,SI1,65.3,56.0,1350,5.21,5.26,3.42
11396,0.34,Very Good,E,SI1,59.6,57.0,596,4.52,4.61,2.72
9961,1.07,Premium,F,SI2,60.3,58.0,4700,6.68,6.62,4.01
12124,1.0,Very Good,D,VS2,63.4,59.0,5169,6.35,6.3,4.01
586,0.72,Ideal,E,VS2,62.8,57.0,2835,5.71,5.73,3.59
43855,0.55,Ideal,G,VS2,62.4,56.0,1448,5.23,5.25,3.27
12712,0.26,Ideal,E,VVS2,61.5,56.0,599,4.08,4.11,2.52
38236,0.41,Very Good,D,VS1,62.3,59.0,1018,4.72,4.79,2.96
41961,0.23,Very Good,E,VVS2,61.4,62.0,505,3.9,3.95,2.41
53916,0.74,Good,D,SI1,63.1,59.0,2753,5.71,5.74,3.61
46318,0.3,Very Good,E,SI1,61.8,60.0,526,4.23,4.28,2.63
25093,1.72,Very Good,F,SI1,63.2,61.0,13622,7.62,7.57,4.8
20499,1.55,Ideal,I,VS2,62.6,56.0,8831,7.35,7.41,4.62
13092,1.46,Premium,G,SI2,62.8,52.0,5421,7.31,7.27,4.58
8276,1.02,Fair,D,SI2,65.5,60.0,4381,6.27,6.24,4.1
49505,0.61,Good,F,VS1,60.6,60.3,2120,5.46,5.51,3.32
15300,1.29,Premium,I,SI1,62.0,59.0,6140,7.03,6.98,4.34
36676,0.33,Premium,E,VVS2,61.3,59.0,950,4.47,4.44,2.73
40106,0.5,Fair,E,SI2,59.8,66.0,1114,5.18,5.09,3.07
13213,1.14,Premium,H,SI1,59.3,59.0,5458,6.8,6.76,4.02
6753,1.02,Premium,H,SI1,61.8,56.0,4102,6.47,6.42,3.98
45018,0.54,Ideal,H,VS1,62.4,56.0,1637,5.22,5.2,3.25
27368,0.28,Ideal,F,IF,62.4,55.0,646,4.17,4.2,2.61
16861,1.56,Ideal,J,SI1,61.8,57.0,6727,7.44,7.39,4.58
51223,0.71,Fair,D,SI1,65.1,59.0,2352,5.59,5.56,3.63
15581,1.22,Good,H,SI2,63.5,56.0,6250,6.84,6.77,4.32
21179,1.51,Ideal,J,VVS2,61.4,59.0,9334,7.34,7.39,4.52
21770,1.23,Premium,D,VS2,59.3,59.0,9836,7.03,6.96,4.15
51333,0.7,Very Good,F,VS2,58.9,58.0,2362,5.77,5.8,3.41
44455,0.5,Very Good,G,VS1,61.3,58.0,1592,5.03,5.09,3.1
5103,0.94,Premium,E,SI2,60.4,59.0,3758,6.37,6.34,3.84
4694,1.01,Premium,H,SI2,60.3,59.0,3676,6.51,6.45,3.91
26291,1.5,Ideal,D,VS2,62.0,57.0,15788,7.34,7.37,4.56
5930,1.28,Premium,I,SI1,59.4,61.0,3942,7.11,7.04,4.2
31633,0.3,Ideal,H,SI1,62.0,56.0,450,4.29,4.32,2.67
52264,0.57,Ideal,E,VS2,61.5,57.0,2491,5.35,5.32,3.28
17666,0.94,Ideal,F,VS2,61.2,57.0,7120,6.29,6.33,3.86
18024,1.24,Fair,D,SI1,55.6,67.0,7291,7.27,7.11,4.0
19272,1.15,Ideal,G,VS1,61.9,56.0,7999,6.71,6.73,4.16
25009,2.0,Good,J,VS2,58.0,62.0,13542,8.17,8.25,4.76
2650,0.71,Ideal,H,IF,62.2,57.0,3234,5.7,5.74,3.56
39023,0.43,Ideal,D,VS2,62.0,55.0,1056,4.81,4.86,3.0
17694,1.21,Ideal,I,VVS2,62.2,55.0,7134,6.79,6.83,4.23
25773,1.24,Ideal,D,VVS2,61.5,57.0,14737,6.88,6.94,4.25
21915,1.5,Very Good,H,SI1,61.0,55.0,9987,7.35,7.44,4.51
29812,0.3,Ideal,D,SI1,62.5,57.0,709,4.28,4.26,2.67
21869,1.25,Ideal,D,VS2,62.6,56.0,9933,6.84,6.87,4.29
28988,0.33,Ideal,E,VS1,60.6,57.0,686,4.49,4.52,2.73
38353,0.36,Ideal,F,VVS1,61.5,54.0,1021,4.59,4.62,2.83
34472,0.38,Very Good,E,VS2,60.3,58.0,866,4.67,4.72,2.83
10672,1.08,Very Good,E,SI2,59.5,59.0,4840,6.71,6.78,4.01
36734,0.32,Ideal,G,IF,61.8,55.0,954,4.41,4.43,2.73
32206,0.3,Premium,E,VS2,62.6,62.0,788,4.25,4.21,2.65
18531,1.51,Premium,J,VS2,62.8,59.0,7553,7.28,7.2,4.55
16320,1.09,Ideal,D,SI1,61.3,55.9,6532,6.61,6.65,4.06
30137,0.32,Premium,G,VS2,62.0,58.0,720,4.38,4.33,2.7
16174,1.0,Ideal,G,VS1,62.7,54.0,6465,6.42,6.37,4.01
3243,0.71,Ideal,E,VS1,62.4,57.0,3354,5.67,5.71,3.55
7052,0.33,Premium,G,VS2,61.4,60.0,579,4.41,4.45,2.72
26930,2.06,Ideal,I,SI1,62.0,56.0,16960,8.12,8.17,5.05
22198,1.6,Very Good,I,VS1,62.3,59.0,10238,7.46,7.51,4.66
48246,0.49,Very Good,F,VVS1,62.2,56.0,1952,5.04,5.08,3.14
9826,1.01,Premium,G,SI1,62.9,61.0,4672,6.4,6.36,4.01
24348,2.02,Good,F,SI2,57.1,60.0,12615,8.31,8.25,4.73
33462,0.32,Premium,F,VS2,59.4,58.0,828,4.48,4.44,2.65
39782,0.33,Premium,G,IF,59.4,59.0,1094,4.54,4.49,2.68
45458,0.5,Premium,E,VS1,62.2,58.0,1675,5.03,5.06,3.14
48164,0.57,Ideal,E,VS1,62.1,53.0,1942,5.36,5.41,3.34
41153,0.43,Very Good,D,VS1,61.2,58.0,1199,4.82,4.88,2.97
30139,0.32,Premium,G,VS2,62.6,60.0,720,4.36,4.33,2.72
33218,0.36,Very Good,G,VVS1,62.8,57.0,821,4.52,4.55,2.85
32860,0.39,Very Good,E,VS2,60.0,56.0,808,4.76,4.81,2.87
43341,0.51,Premium,F,SI1,59.4,60.0,1406,5.21,5.19,3.09
31970,0.26,Ideal,E,VS1,61.8,55.0,452,4.09,4.13,2.54
6560,1.0,Ideal,E,SI2,62.3,57.0,4077,6.33,6.28,3.93
6619,1.35,Premium,J,SI1,62.1,54.0,4082,7.15,7.09,4.42
20178,1.03,Premium,E,VS1,62.8,58.0,8629,6.46,6.41,4.04
52757,0.71,Very Good,H,VS1,63.9,60.0,2562,5.54,5.6,3.56
12742,0.91,Good,F,VVS2,64.0,61.0,5317,6.06,6.13,3.9
32013,0.3,Ideal,D,VS2,59.5,56.0,778,4.41,4.37,2.61
14422,1.2,Premium,H,SI1,62.2,59.0,5822,6.79,6.71,4.2
23676,1.76,Ideal,I,VS1,62.0,57.0,11722,7.74,7.71,4.79
3125,0.78,Ideal,D,SI1,61.2,58.0,3326,5.92,5.95,3.63
7303,1.05,Good,E,SI2,63.2,59.0,4204,6.36,6.43,4.04
20908,1.23,Premium,F,VS2,60.8,59.0,9122,6.94,6.9,4.21
8145,0.96,Ideal,G,SI1,62.6,57.0,4355,6.28,6.24,3.92
48962,0.34,Premium,H,VS2,61.3,60.0,537,4.47,4.53,2.76
30692,0.4,Very Good,I,VS1,62.9,59.0,737,4.68,4.73,2.96
27264,1.51,Very Good,E,VVS2,60.2,61.0,17689,7.34,7.4,4.44
5832,1.1,Good,F,SI2,63.7,58.0,3918,6.48,6.45,4.12
10904,1.21,Very Good,G,SI2,58.9,61.0,4887,6.91,6.98,4.09
19239,1.07,Very Good,G,VVS2,62.8,57.0,7975,6.46,6.56,4.09
30705,0.3,Ideal,G,VVS1,61.4,56.0,737,4.32,4.34,2.66
11212,1.15,Ideal,H,SI2,62.0,56.0,4959,6.75,6.68,4.16
46352,0.57,Ideal,F,SI1,61.9,56.0,1759,5.33,5.37,3.31
40173,0.38,Premium,D,VS2,58.7,61.0,1117,4.77,4.74,2.79
53245,0.7,Premium,H,VVS2,61.0,62.0,2644,5.72,5.66,3.47
9015,1.2,Very Good,I,SI2,60.3,57.0,4514,6.88,6.95,4.17
15809,1.06,Very Good,G,VS2,63.1,59.0,6325,6.48,6.45,4.08
9081,1.03,Ideal,E,SI2,62.5,56.0,4522,6.48,6.45,4.04
32979,0.37,Very Good,E,VS2,62.3,59.0,811,4.56,4.59,2.85
47940,0.38,Ideal,D,VVS1,60.3,56.0,1915,4.74,4.72,2.85
3282,0.76,Ideal,H,VVS1,62.1,56.0,3363,5.81,5.89,3.63
25442,1.5,Ideal,F,VS2,62.4,55.0,14199,7.31,7.25,4.54
727,0.34,Very Good,G,VS2,59.6,62.0,556,4.54,4.56,2.71
40406,0.31,Ideal,E,IF,61.9,56.0,1133,4.37,4.35,2.7
8632,1.01,Very Good,H,SI1,62.3,63.0,4449,6.3,6.23,3.9
33687,0.41,Very Good,D,SI1,63.0,59.0,838,4.73,4.76,2.99
21352,1.22,Very Good,E,VS2,59.5,60.0,9495,6.91,7.0,4.14
25664,1.98,Ideal,I,SI1,62.6,55.0,14581,8.04,8.1,5.05
36456,0.31,Ideal,D,VS2,62.2,56.0,942,4.33,4.32,2.69
24986,1.72,Good,F,SI1,64.3,60.0,13499,7.52,7.56,4.85
14515,1.0,Good,G,VS1,64.2,61.0,5863,6.23,6.29,4.02
10293,1.02,Fair,H,SI1,65.5,60.0,4758,6.29,6.22,4.1
52352,0.51,Very Good,E,VVS1,59.9,57.0,2501,5.22,5.24,3.14
22735,1.66,Ideal,E,SI2,62.7,56.0,10754,7.45,7.63,4.73
49646,0.3,Premium,H,SI1,59.5,62.0,540,4.35,4.32,2.58
52843,0.7,Ideal,D,SI2,60.6,56.6,2575,5.75,5.77,3.49
16253,1.01,Very Good,E,SI1,63.4,55.0,6501,6.38,6.42,4.06
1357,0.9,Fair,F,SI2,65.7,59.0,2964,6.03,5.99,3.95
4952,1.01,Ideal,I,SI2,61.9,55.0,3733,6.45,6.38,3.97
36519,0.3,Premium,F,VVS2,61.4,59.0,945,4.36,4.31,2.66
49092,0.72,Good,J,VS1,63.7,54.0,2062,5.71,5.68,3.63
39255,0.38,Ideal,E,VS1,61.6,56.0,1069,4.67,4.65,2.87
52062,0.7,Good,E,SI2,63.5,56.0,2453,5.6,5.68,3.58
32588,0.3,Ideal,D,VVS2,59.4,60.0,802,4.39,4.47,2.63
23043,1.11,Ideal,E,VVS2,62.9,55.0,11074,6.56,6.62,4.14
32462,0.36,Ideal,H,VVS1,61.5,56.0,794,4.57,4.6,2.82
31288,0.36,Ideal,F,SI2,61.2,56.0,450,4.61,4.64,2.83
17076,1.2,Very Good,E,SI1,61.0,58.0,6809,6.83,6.88,4.18
38281,0.28,Very Good,F,VS2,62.7,58.0,487,4.14,4.15,2.6
2843,0.81,Premium,E,SI1,60.8,59.0,3270,5.95,5.99,3.63
9912,1.02,Very Good,H,SI1,63.2,57.0,4688,6.44,6.38,4.05
8932,1.01,Premium,F,SI2,61.6,58.0,4497,6.4,6.39,3.94
43279,0.3,Premium,G,SI2,62.3,59.0,506,4.29,4.25,2.66
11780,1.02,Premium,H,SI1,61.1,58.0,5084,6.51,6.46,3.96
46251,0.57,Very Good,F,VS2,59.5,57.0,1754,5.39,5.43,3.22
33014,0.4,Very Good,E,VS2,59.1,60.0,814,4.81,4.84,2.85
41396,0.42,Ideal,D,VVS2,61.7,53.0,1223,4.85,4.87,3.0
32333,0.36,Very Good,E,VS2,60.3,62.0,789,4.56,4.59,2.76
20064,0.31,Ideal,F,VS2,62.6,55.0,625,4.29,4.33,2.7
36671,0.31,Premium,H,IF,60.8,59.0,949,4.39,4.36,2.66
22220,1.55,Premium,H,SI1,61.8,59.0,10277,7.45,7.38,4.58
13649,1.33,Very Good,H,SI2,63.5,57.0,5586,6.99,6.88,4.4
36908,0.42,Ideal,I,IF,62.1,54.0,961,4.82,4.84,3.0
45685,0.54,Ideal,H,VVS2,61.1,56.0,1696,5.23,5.28,3.21
26568,2.38,Premium,J,VS2,62.6,59.0,16273,8.52,8.49,5.32
147,0.73,Very Good,D,SI1,60.2,56.0,2768,5.83,5.87,3.52
24312,1.64,Very Good,F,SI1,62.8,59.0,12555,7.51,7.53,4.72
52214,0.79,Very Good,G,SI2,62.4,56.0,2482,5.87,5.92,3.68
24585,1.15,Very Good,E,IF,59.2,57.0,12895,6.78,6.86,4.04
31224,0.32,Good,D,SI1,63.7,55.0,756,4.38,4.35,2.78
4029,0.73,Ideal,G,VS1,61.7,56.0,3525,5.76,5.79,3.56
12207,1.05,Ideal,G,SI1,61.8,56.0,5192,6.5,6.54,4.03
26564,1.2,Ideal,E,VVS1,61.8,56.0,16256,6.78,6.87,4.22
39168,0.4,Ideal,J,IF,62.4,56.0,1063,4.74,4.71,2.95
15061,1.0,Good,E,VS2,57.4,58.0,6050,6.57,6.61,3.78
41183,0.4,Ideal,D,VS1,62.9,56.0,1200,4.71,4.67,2.95
20069,0.31,Ideal,G,VS1,62.1,55.0,625,4.33,4.36,2.7
27755,0.32,Premium,I,VS1,61.9,58.0,648,4.4,4.36,2.71
39159,0.35,Premium,E,VS1,60.8,58.0,1063,4.58,4.55,2.78
867,0.7,Ideal,D,SI1,61.8,56.0,2872,5.63,5.73,3.51
17294,1.05,Premium,E,VS2,62.1,58.0,6930,6.5,6.54,4.05
22340,2.01,Ideal,I,SI1,62.8,57.0,10389,8.04,7.98,5.03
11523,1.24,Premium,J,VS2,61.4,59.0,5026,6.91,6.83,4.22
28470,0.32,Ideal,H,VS1,62.7,56.0,672,4.42,4.39,2.76
7546,0.92,Good,H,VS2,63.4,57.0,4247,6.11,6.17,3.89
19189,1.42,Ideal,J,VS2,61.7,56.0,7942,7.22,7.27,4.47
18088,1.39,Premium,E,SI2,62.7,58.0,7311,6.99,7.11,4.42
26516,2.12,Very Good,H,SI2,62.3,59.0,16151,8.15,8.19,5.09
10694,1.03,Ideal,E,SI2,62.3,56.0,4845,6.52,6.44,4.04
15185,1.2,Very Good,E,SI1,62.6,58.0,6098,6.73,6.78,4.23
35837,0.3,Ideal,E,VVS1,62.0,57.0,916,4.27,4.31,2.66
51421,0.75,Premium,E,SI2,63.0,58.0,2372,5.78,5.71,3.62
16751,1.25,Ideal,E,SI2,62.3,57.0,6670,6.83,6.88,4.27
41263,0.33,Ideal,E,SI1,59.6,57.0,501,4.49,4.53,2.69
6194,0.9,Very Good,D,SI1,62.5,63.0,3997,6.14,6.11,3.83
51723,0.7,Very Good,F,SI1,59.8,59.0,2401,5.74,5.8,3.45
19490,1.0,Premium,D,VS1,59.7,60.0,8124,6.45,6.42,3.84
51901,0.66,Premium,E,VS1,60.8,59.0,2433,5.58,5.6,3.4
52580,0.7,Ideal,E,SI1,61.9,55.0,2537,5.74,5.77,3.56
1219,0.75,Ideal,G,VS2,60.6,55.0,2939,5.93,5.91,3.59
49241,0.6,Very Good,E,VS2,62.9,59.0,2085,5.34,5.38,3.37
38312,0.46,Ideal,F,SI1,62.5,56.0,1018,4.94,4.92,3.08
16545,1.37,Very Good,G,SI2,62.8,57.0,6609,7.06,7.12,4.45
45766,0.61,Good,H,VS1,60.1,60.3,1706,5.47,5.5,3.29
33769,0.32,Ideal,D,VVS2,62.3,54.0,841,4.42,4.44,2.76
13024,0.26,Very Good,H,VVS2,63.3,58.0,600,4.08,4.04,2.57
52894,0.72,Ideal,H,VS1,61.9,56.0,2585,5.73,5.78,3.56
6094,0.81,Ideal,E,VS2,61.5,57.0,3975,6.0,6.06,3.71
45551,0.51,Premium,D,SI1,61.6,58.0,1687,5.14,5.12,3.16
12908,1.2,Premium,I,VVS2,63.0,60.0,5376,6.71,6.63,4.2
46571,0.5,Ideal,G,VVS2,62.7,54.0,1784,5.05,5.09,3.18
21592,1.63,Ideal,I,SI1,61.3,56.0,9694,7.64,7.56,4.66
42643,0.5,Fair,H,VS2,56.3,65.0,1332,5.24,5.21,2.94
15617,1.01,Very Good,E,VS2,61.7,60.0,6265,6.36,6.45,3.95
12963,1.0,Very Good,D,SI1,61.3,54.0,5390,6.37,6.39,3.91
30646,0.3,Ideal,D,VS2,61.8,55.0,736,4.27,4.3,2.65
48905,0.51,Very Good,F,VVS2,60.8,56.0,2041,5.17,5.2,3.15
12277,1.2,Very Good,I,SI1,62.9,57.0,5211,6.73,6.78,4.25
34779,0.41,Premium,D,SI2,61.9,58.0,876,4.73,4.71,2.92
6703,0.25,Very Good,D,VS1,62.1,60.0,410,4.03,4.05,2.51
10368,1.06,Premium,F,SI1,61.9,58.0,4774,6.53,6.58,4.06
37703,0.41,Very Good,D,VS2,59.2,58.0,995,4.83,4.87,2.87
42035,0.53,Premium,G,SI1,61.3,58.0,1268,5.16,5.21,3.18
45926,0.53,Premium,E,VS2,59.8,58.0,1721,5.26,5.27,3.15
12062,1.01,Ideal,F,SI2,61.7,56.0,5154,6.43,6.47,3.98
13861,1.15,Very Good,H,VS2,62.4,56.0,5646,6.66,6.68,4.16
10094,1.1,Premium,G,SI1,59.6,60.0,4712,6.74,6.7,4.0
47833,0.52,Ideal,G,VVS2,62.7,55.0,1906,5.12,5.15,3.22
48712,0.7,Premium,H,VS2,61.7,59.0,2010,5.66,5.68,3.5
22452,1.5,Very Good,F,SI1,63.0,56.0,10479,7.28,7.32,4.6
45924,0.53,Ideal,E,VS2,62.4,56.0,1721,5.16,5.2,3.23
24883,1.01,Very Good,D,VVS1,62.8,57.0,13312,6.36,6.41,4.01
29761,0.35,Premium,I,VS1,61.1,60.0,709,4.58,4.52,2.78
6525,0.9,Very Good,D,SI1,62.4,63.0,4068,6.15,6.18,3.85
20215,1.17,Ideal,F,VS1,62.2,56.0,8648,6.74,6.77,4.2
6958,0.8,Ideal,G,VVS2,62.6,54.0,4146,5.9,5.97,3.71
37052,0.46,Very Good,E,SI1,61.8,57.0,968,4.93,4.98,3.06
33249,0.45,Ideal,I,VS1,61.6,54.0,825,4.95,4.99,3.06
22985,2.0,Good,J,SI2,61.5,61.0,11036,7.97,8.06,4.93
15987,1.01,Very Good,E,VS2,60.9,57.0,6399,6.41,6.47,3.92
53423,0.71,Very Good,G,VS2,61.9,62.0,2671,5.69,5.72,3.53
9058,0.34,Ideal,I,SI1,62.3,55.0,589,4.47,4.42,2.77
19532,1.5,Good,H,VS2,63.9,59.0,8165,7.25,7.18,4.61
35301,0.3,Very Good,H,VS2,61.1,61.0,473,4.31,4.33,2.64
7842,1.02,Very Good,H,SI2,59.7,58.0,4303,6.53,6.57,3.91
43765,0.41,Ideal,F,IF,62.3,55.0,1439,4.78,4.82,2.99
40970,0.51,Good,D,SI2,63.8,56.0,1180,5.07,5.09,3.24
1866,0.85,Very Good,I,VS2,60.0,57.0,3070,6.1,6.16,3.68
4316,0.9,Good,E,SI2,63.7,63.0,3595,6.05,6.1,3.87
32909,0.42,Ideal,D,SI1,62.0,55.0,810,4.83,4.84,3.0
29658,0.35,Ideal,G,VS1,60.5,57.0,706,4.55,4.58,2.76
9937,0.9,Very Good,D,SI1,62.4,61.0,4693,6.13,6.17,3.84
19871,1.44,Premium,I,VS1,62.6,59.0,8426,7.08,7.14,4.45
48379,0.58,Ideal,E,VS1,60.1,57.0,1965,5.41,5.47,3.27
5085,0.9,Good,G,SI1,60.0,61.0,3752,6.19,6.22,3.72
4291,0.7,Premium,F,VVS1,61.9,60.0,3587,5.68,5.63,3.5
13621,1.07,Premium,H,VS2,62.4,57.0,5573,6.58,6.52,4.09
40811,0.54,Ideal,I,SI1,60.0,59.0,1170,5.29,5.31,3.18
48492,0.54,Ideal,G,VVS2,61.9,57.0,1981,5.22,5.25,3.24
31279,0.32,Ideal,E,SI2,62.7,55.0,449,4.39,4.42,2.76
28009,0.3,Premium,E,VS2,60.7,59.0,658,4.3,4.33,2.62
19969,1.5,Very Good,D,SI2,63.3,57.0,8518,7.27,7.2,4.58
25521,2.02,Premium,J,VS2,62.1,59.0,14330,8.08,7.98,4.99
15721,1.04,Ideal,G,VS2,61.9,57.0,6290,6.5,6.46,4.01
36019,0.39,Premium,J,VVS1,62.8,58.0,921,4.66,4.61,2.91
42928,0.57,Very Good,F,SI1,58.6,57.0,1364,5.37,5.59,3.21
38668,0.33,Premium,F,VVS2,62.5,59.0,1040,4.47,4.4,2.77
24579,1.72,Premium,H,SI1,61.4,59.0,12880,7.64,7.71,4.71
53551,0.7,Ideal,H,VVS2,62.5,56.0,2693,5.7,5.63,3.54
47447,0.53,Ideal,D,VS2,61.2,56.0,1857,5.2,5.23,3.19
2590,0.71,Very Good,D,VS2,62.4,59.0,3217,5.68,5.73,3.56
12428,1.03,Ideal,G,SI1,61.1,57.0,5241,6.58,6.54,4.01
45400,0.55,Ideal,H,VVS2,61.6,55.0,1668,5.3,5.31,3.26
8951,1.19,Premium,J,SI1,63.0,54.0,4498,6.82,6.74,4.27
35620,0.36,Very Good,G,SI2,61.9,56.0,473,4.55,4.59,2.83
5134,1.0,Premium,E,SI2,60.7,58.0,3763,6.45,6.38,3.9
20059,0.31,Ideal,H,VVS2,62.2,57.0,625,4.32,4.36,2.7
33939,0.27,Ideal,H,VS1,61.2,54.0,464,4.2,4.23,2.58
44419,0.49,Very Good,H,VVS2,62.3,57.0,1588,5.02,5.05,3.14
14505,1.0,Very Good,G,VS2,61.5,58.0,5860,6.36,6.39,3.92
29514,0.32,Very Good,E,VS2,62.0,54.0,702,4.37,4.41,2.72
49702,0.71,Very Good,G,SI1,63.2,58.0,2147,5.68,5.65,3.58
12120,0.91,Premium,D,VS2,62.0,58.0,5167,6.2,6.15,3.83
44080,0.51,Very Good,E,VS2,61.2,60.0,1554,5.11,5.18,3.15
18436,1.5,Premium,H,SI2,62.1,59.0,7500,7.28,7.24,4.51
38547,0.34,Ideal,D,VS2,62.0,55.0,1033,4.48,4.45,2.77
105,0.75,Ideal,G,SI1,62.2,55.0,2760,5.87,5.8,3.63
9032,0.41,Ideal,J,VS2,61.7,55.0,587,4.79,4.81,2.96
